D1-Memory D1-Naive D2-Memory D3-Memory D3-Naive D4-Memory D4-Naive
CCDC96 25 22 19 11 28 25 32
TADA2B 73 51 75 63 49 74 63
GRPEL1 2195 2713 2912 2042 4144 3478 5326
RP11-367J11.3 20 32 18 20 50 15 46
AFAP1 701 832 1114 775 1783 1524 2376
SH3TC1 67 70 105 50 109 54 108
RP11-774O3.3 20 1 12 15 1 22 5
ACOX3 387 217 371 364 189 479 304
TRMT44 169 94 188 166 126 227 184
WDR1 4973 3100 6412 4177 3212 6864 3555
ZNF518B 157 169 142 181 306 193 210
CLNK 7 17 11 11 31 8 17
RAB28 717 440 759 629 448 801 645
BOD1L1 897 1178 1035 917 1714 1205 1740
LINC00504 23 8 6 11 10 22 16
CPEB2 115 140 110 94 158 208 208
FBXL5 484 492 514 477 628 579 681
FAM200B 597 655 691 521 858 779 813
BST1 45 8 60 20 10 105 45
CD38 1379 1369 1376 1562 1057 2414 2077
FGFBP2 213 459 82 206 453 91 417
TAPT1 193 209 219 205 248 294 367
QDPR 847 615 1353 707 609 1371 1003
LAP3 10008 3970 13300 8138 2905 17582 7476
MED28 2493 3169 3068 2470 4482 3471 4196
FAM184B 114 145 75 14 22 118 161
DCAF16 282 379 277 287 463 294 530
LCORL 168 178 190 174 213 140 234
PACRGL 115 111 141 93 108 156 157
ADGRA3 13 63 18 34 111 23 73
DHX15 1548 1069 1930 1241 1266 2144 1633
SEPSECS 186 143 217 165 169 284 243
SEPSECS-AS1 93 88 79 99 123 129 133
PI4K2B 1495 999 1839 1191 694 2713 1616
ZCCHC4 181 127 215 134 147 248 206
ANAPC4 674 517 722 520 640 793 677
SEL1L3 482 198 568 421 250 557 364
SMIM20 1302 1529 1663 1159 2114 1675 1953
RBPJ 7829 9796 5588 7975 10914 10410 18739
TBC1D19 288 280 283 220 371 334 381
STIM2 826 966 946 769 1192 1073 1323
RP11-293A21.1 20 43 5 22 73 33 62
ARAP2 960 701 713 737 834 717 769
DTHD1 20 4 8 12 4 11 4
RELL1 93 59 105 59 77 97 65
PGM2 691 748 835 639 1022 834 1039
TBC1D1 396 328 449 466 319 644 395
KLF3 128 88 100 181 232 115 101
TLR1 61 30 80 54 27 109 77
TLR6 23 21 35 11 34 33 58
TMEM156 892 1075 871 872 1273 1132 1549
KLHL5 406 189 549 401 169 498 324
WDR19 98 54 120 63 75 145 113
RFC1 3091 5026 3504 2811 5593 4845 6981
RPL9 62816 110600 83344 61541 164062 83315 145204
LIAS 395 596 490 396 805 589 835
UGDH 501 321 502 517 409 718 566
UGDH-AS1 21 8 18 21 21 27 26
SMIM14 380 208 438 398 172 547 277
UBE2K 2386 2048 2936 2327 2324 3377 2968
PDS5A 1102 1389 1273 1065 2141 1431 1937
N4BP2 808 975 866 860 1245 1126 1294
RHOH 2548 3017 2915 2379 3926 3382 5166
TMEM33 628 430 1048 696 564 902 672
SLC30A9 839 597 865 632 548 974 864
ATP8A1 243 312 233 210 472 267 613
GUF1 364 354 490 317 417 517 521
GNPDA2 533 650 603 500 841 675 1052
COMMD8 1473 1416 1849 1335 1718 2021 1937
ATP10D 63 30 82 48 25 86 68
RP11-121C2.2 9 6 8 6 7 8 12
NFXL1 267 269 268 264 305 319 464
NIPAL1 26 68 14 43 165 37 106
TXK 240 503 354 362 946 261 1049
TEC 46 105 43 42 130 56 117
SLAIN2 772 693 823 807 1024 1004 903
FRYL 785 627 871 720 838 910 807
OCIAD1 3141 2949 3695 2801 2958 4205 4152
OCIAD2 7781 9342 11664 7079 12331 10615 12626
DCUN1D4 281 253 386 244 267 505 413
SGCB 639 372 864 523 432 951 674
USP46 173 69 159 165 111 194 92
SCFD2 175 75 174 114 58 216 118
FIP1L1 1871 1351 2028 1599 1543 2495 1771
LNX1 42 31 31 21 24 32 39
CHIC2 579 785 602 524 995 702 846
SRD5A3 981 582 532 377 370 1227 702
TMEM165 3067 1810 4013 2620 1732 4398 2728
CLOCK 216 171 296 206 167 291 216
EXOC1 965 1194 990 974 1535 1215 1621
CEP135 579 805 701 523 949 823 1203
AASDH 456 528 474 525 741 616 822
RP11-646I6.5 11 7 9 10 10 16 13
PPAT 630 468 677 522 619 878 788
PAICS 4345 6098 4885 3985 8861 6734 9969
SRP72 4220 4704 5168 4174 5700 6215 7765
HOPX 4134 521 2605 1807 261 1661 1033
SPINK2 170 92 1434 363 452 850 663
REST 1792 2258 2101 1890 3154 2360 3241
NOA1 685 1415 801 661 2029 881 1440
POLR2B 1660 1739 1963 1592 2571 2083 2384
RP11-798L4.1 5 19 5 9 33 9 23
CENPC 1153 1236 1126 1088 1582 1087 1705
STAP1 152 429 71 136 399 190 655
UBA6 1164 1450 1287 1266 1873 1891 2412
UBA6-AS1 237 402 208 289 637 316 695
YTHDC1 1887 2218 2035 1790 3040 2331 3081
SULT1B1 3 7 3 6 11 10 32
UTP3 793 451 943 591 520 986 647
RUFY3 185 114 226 166 100 258 128
GRSF1 2839 3319 2853 2420 3919 4289 4194
MOB1B 164 237 194 181 319 226 276
DCK 1626 1891 2175 1666 2528 2502 2584
COX18 245 283 243 195 302 284 399
ANKRD17 814 571 967 778 593 1166 890
MTHFD2L 190 201 270 171 277 300 260
AREG 156 361 145 225 717 270 655
RCHY1 650 768 771 575 1085 815 1066
THAP6 455 453 473 430 524 650 660
CDKL2 27 69 39 38 194 52 143
G3BP2 2247 3213 2444 2069 4790 2878 4058
USO1 1387 1148 1480 1332 1237 1883 1519
NAAA 526 263 893 408 256 772 400
SDAD1 1530 839 1989 1276 885 2121 1242
NUP54 1060 967 1288 933 1109 1499 1266
SCARB2 266 78 269 265 158 335 114
SEPT11 376 160 333 185 218 246 168
CCNI 9368 14844 10499 10227 21668 11492 17396
CCNG2 354 1545 231 482 2105 340 1761
CNOT6L 811 991 1060 752 1444 951 1445
MRPL1 1329 1035 1836 1238 1680 1922 1878
RP11-109G23.3 44 90 78 40 92 63 99
BMP2K 109 185 209 138 347 173 226
PAQR3 62 58 81 75 111 78 91
ANTXR2 208 85 138 173 101 139 67
PRDM8 50 23 37 22 34 35 12
PRKG2 9 9 11 8 10 22 27
RASGEF1B 59 307 32 67 705 53 340
RP11-127B20.2 23 14 19 18 17 27 12
HNRNPD 7757 4436 10166 6146 4408 11456 7572
RP11-127B20.3 37 74 30 37 151 59 91
HNRNPDL 8595 9522 10607 8052 12583 11602 14048
ENOPH1 1725 2001 1960 1642 3144 2467 3171
SEC31A 1112 1223 1055 1230 1592 1269 1701
THAP9-AS1 429 429 647 515 639 580 642
THAP9 13 29 24 23 39 25 39
LIN54 185 202 238 180 274 269 307
COPS4 1096 1174 1275 972 1534 1279 1398
PLAC8 530 3331 216 576 5248 1081 6957
COQ2 342 359 475 307 355 622 603
HPSE 175 161 316 179 240 258 254
HELQ 222 296 291 256 471 322 461
MRPS18C 3278 2486 4178 3010 2772 4807 4052
FAM175A 442 731 432 462 990 679 995
GPAT3 20 9 24 46 12 36 12
CDS1 3 18 10 10 36 4 42
PTPN13 24 1 55 37 1 33 1
C4orf36 103 92 88 115 105 181 203
AFF1 465 517 508 492 689 772 1020
KLHL8 143 105 183 123 135 178 178
HSD17B11 799 1132 928 998 1650 1410 1906
NUDT9 433 366 569 381 393 562 535
PKD2 161 90 210 155 83 228 88
PPM1K 3097 1312 3761 3383 1076 5227 2453
HERC6 1187 287 1196 1089 221 1619 816
HERC5 3752 797 4461 4236 956 7478 3966
PYURF 3789 2848 4770 3122 2932 4957 4274
HERC3 306 1183 159 287 1916 263 1255
NAP1L5 105 61 135 88 47 156 75
FAM13A-AS1 23 45 8 14 79 10 44
FAM13A 134 730 51 86 835 120 861
TIGD2 84 51 116 84 79 106 67
GPRIN3 493 542 908 474 854 425 578
SMARCAD1 811 567 945 714 644 1094 933
PDLIM5 396 237 508 338 267 510 355
RAP1GDS1 1022 1024 1401 941 1187 1560 1353
TSPAN5 903 1209 1025 954 1456 1389 1530
RP11-1299A16.3 10 14 9 20 22 27 26
EIF4E 2569 2095 3391 2041 2339 3629 2687
METAP1 711 945 842 619 1117 1130 1357
RP11-571L19.8 4 3 5 24 22 6 8
ADH5 2596 2732 3012 2104 2744 3608 3952
TRMT10A 165 131 206 159 170 221 179
DAPP1 2480 1666 3257 1993 1552 3952 3500
LAMTOR3 789 1050 917 742 1580 1137 1410
DNAJB14 1620 1486 1910 1624 1731 2187 2264
H2AFZ 43184 23718 59170 30222 20185 67453 46867
PPP3CA 553 296 415 407 336 541 321
FLJ20021 83 76 88 97 162 123 102
SLC39A8 1243 1343 1427 1227 1318 1335 1285
RP11-499E18.1 66 109 51 66 150 63 93
NFKB1 1393 2681 1289 998 2526 1616 2582
MANBA 157 328 165 162 421 171 442
UBE2D3 10838 11587 12661 9977 15153 15997 17073
RP11-10L12.4 37 21 69 31 14 77 41
CISD2 3944 3611 5302 3213 3709 5881 4647
SLC9B1 37 66 46 58 96 54 110
SLC9B2 360 337 481 357 331 581 550
BDH2 603 552 545 502 581 661 944
CENPE 1222 1263 1812 1071 1339 1628 1522
AC004069.2 62 140 77 70 215 115 176
TET2 518 656 478 487 873 721 1381
PPA2 2330 1603 2759 2103 1810 2969 2488
INTS12 739 728 844 632 848 1217 1211
GSTCD 112 117 163 120 118 176 182
TBCK 221 192 233 207 211 232 312
AIMP1 3641 5064 4812 3871 7349 5246 7949
PAPSS1 781 624 853 715 631 970 789
CYP2U1 63 47 38 38 52 59 80
HADH 1322 1509 1310 987 1493 1165 1497
LEF1 1005 3060 1437 1259 5158 1624 3735
RPL34-AS1 12 9 7 14 16 17 30
RPL34 85491 139121 92489 84891 207233 101325 184769
OSTC 3505 3742 4040 3082 4504 4285 4697
SEC24B-AS1 34 49 57 46 47 59 69
SEC24B 208 274 249 198 333 287 318
CCDC109B 3952 3339 4645 3151 3817 5441 4793
CASP6 684 705 821 645 715 812 836
PLA2G12A 419 533 532 368 744 371 799
GAR1 1728 878 2380 1448 997 2716 1480
ELOVL6 123 44 84 102 33 114 91
C4orf32 1017 1060 1302 849 969 1636 1087
RP11-73K9.2 14 21 33 11 46 21 31
AP1AR 291 318 377 250 358 381 406
TIFA 2012 2474 2159 2006 3237 3112 4353
ALPK1 438 379 462 461 284 726 930
ZGRF1 267 318 289 221 356 325 535
LARP7 2139 2208 2458 2074 2697 2896 3138
CAMK2D 745 1196 1027 779 1625 1145 1620
SNHG8 2937 5406 2604 3476 8969 4213 7991
METTL14 389 509 501 418 776 534 808
SEC24D 464 396 459 474 458 621 682
USP53 254 522 301 387 880 448 944
C4orf3 8836 16006 7038 7790 22073 10327 22468
MAD2L1 3040 3326 3889 2482 3685 3882 4599
TNIP3 55 90 92 47 91 32 95
ANXA5 5352 4249 5035 3841 3888 5057 3846
EXOSC9 1998 1429 2479 2330 1838 3544 2651
CCNA2 2046 2117 2328 1615 1889 2273 2059
BBS7 348 276 464 238 335 515 547
KIAA1109 612 681 565 592 962 545 915
BBS12 99 51 81 73 65 118 116
NUDT6 333 330 371 248 338 355 396
SPATA5 251 229 420 234 271 348 356
SPRY1 93 1083 67 202 1633 160 1300
HSPA4L 49 149 31 50 232 28 141
PLK4 371 420 458 317 489 558 599
MFSD8 194 126 221 178 149 232 206
ABHD18 330 355 336 285 414 415 446
LARP1B 674 644 738 612 658 916 905
PGRMC2 1109 1002 1099 912 1133 1612 1540
JADE1 578 538 657 578 739 758 845
SCLT1 856 825 1134 760 745 1343 1054
C4orf33 892 753 676 621 601 1257 1154
SLC7A11 166 95 195 118 70 201 140
NOCT 52 71 79 53 91 113 156
ELF2 669 646 742 633 838 814 902
NDUFC1 3287 3252 3952 2724 4357 4539 4672
NAA15 1733 1055 2100 1451 1255 2429 1624
RP11-83A24.2 204 225 227 215 312 253 326
RAB33B 169 174 172 161 209 220 286
SETD7 194 440 208 206 543 291 578
MGST2 1985 2315 1920 1130 1653 2647 3149
MAML3 27 39 13 38 78 12 23
SCOC 1744 1918 2100 1529 2551 2242 2697
SCOC-AS1 28 32 27 24 47 19 31
ELMOD2 241 190 266 235 230 265 237
ZNF330 971 1178 1162 1011 1414 1478 1644
IL15 181 65 146 191 63 321 151
INPP4B 1105 2037 1897 1394 2855 2660 3270
RP11-223C24.1 53 70 129 74 146 138 211
RP11-284M14.1 20 11 12 11 17 18 25
USP38 332 281 419 281 327 433 370
SMARCA5 4749 2670 5668 4149 3371 7639 4815
ANAPC10 1195 1213 1413 999 1372 1616 1633
ABCE1 2260 2042 2662 2038 2468 2769 3182
OTUD4 662 1026 741 706 1389 976 1382
SMAD1 27 4 39 20 2 41 15
MMAA 227 110 207 229 132 344 210
ZNF827 229 268 212 215 283 273 313
LSM6 4228 2995 5925 3469 3148 6392 4943
SLC10A7 137 160 130 125 159 172 216
TMEM184C 159 185 191 181 247 204 211
PRMT9 178 322 215 202 513 191 393
ARHGAP10 362 395 395 390 430 553 490
NR3C2 16 13 3 16 12 12 16
LRBA 1047 1158 1124 995 1474 1211 1534
RPS3A 63454 133813 98042 75144 242925 98473 188773
SH3D19 15 21 15 10 40 12 31
RP11-372K14.2 30 36 36 29 67 42 70
GATB 412 357 519 384 371 599 490
RP11-18H21.1 17 28 89 127 169 41 92
FBXW7 550 447 609 480 503 753 671
DKFZP434I0714 41 72 54 46 104 67 103
TMEM154 1190 307 1222 817 289 1133 852
ARFIP1 323 226 387 272 193 415 290
TRIM2 10 9 11 14 11 26 24
KIAA0922 186 337 266 265 466 244 501
PLRG1 1271 1086 1580 1129 1249 1754 1534
MAP9 388 350 436 365 382 480 504
CTSO 77 58 99 80 47 105 68
C4orf46 827 635 993 686 538 1265 875
ETFDH 444 396 539 426 464 621 703
PPID 4962 3143 5751 4270 3023 7054 4000
FNIP2 614 272 730 676 307 918 589
RAPGEF2 123 203 156 116 253 190 287
NAF1 484 341 500 383 500 575 505
TMA16 1781 1481 2368 1594 1655 2665 2424
RP11-218F10.3 15 5 4 12 15 7 10
TRIM61 37 71 29 7 21 37 77
FAM218A 13 35 16 12 12 26 49
TMEM192 322 210 456 321 253 504 344
KLHL2 256 444 305 209 557 361 544
MSMO1 1041 1031 1208 1195 1642 1235 1662
DDX60 2928 1144 3261 3190 925 4721 3397
DDX60L 824 259 1218 1003 241 1563 791
PALLD 602 362 477 463 528 771 2951
CBR4 910 639 1108 694 680 1292 881
NEK1 848 541 972 713 476 1092 748
CLCN3 529 412 617 480 463 632 626
C4orf27 1793 1182 2185 1438 1074 2384 1939
RP11-10K16.1 10 12 22 13 12 24 34
GALNT7 332 177 426 317 184 463 275
HMGB2 30794 35003 44043 25555 36452 42389 42514
RP11-798M19.6 651 2107 278 615 2901 699 2897
SAP30 1316 2028 1067 995 1910 1818 2643
SCRG1 32 52 14 28 58 29 59
FBXO8 460 423 523 414 465 603 604
CEP44 510 519 529 473 582 660 663
HPGD 125 180 218 65 66 190 42
SPCS3 3304 2348 3802 3205 2763 3958 3354
AGA 484 343 830 697 727 1140 757
DCTD 1399 1160 1760 1132 1237 1867 1396
WWC2 10 8 3 10 10 17 24
CDKN2AIP 591 533 715 540 780 749 597
RP11-367N14.2 4 14 5 7 25 7 25
ING2 1082 2197 971 935 2939 1388 3166
RWDD4 925 653 1237 807 815 1252 966
TRAPPC11 278 311 319 246 379 349 464
IRF2 1281 1054 1636 1284 1425 1806 1158
RP11-326I11.3 194 129 333 233 167 325 172
CASP3 1956 1757 2239 1792 2568 2578 1579
PRIMPOL 500 288 433 360 314 562 375
CENPU 2469 1786 3192 2266 2010 2663 1976
ACSL1 326 140 286 218 189 277 173
SLC25A4 630 328 743 584 470 913 610
CFAP97 1540 1557 1797 1468 1909 2179 2364
SNX25 160 119 196 143 128 207 187
LRP2BP 25 41 38 37 44 50 55
ANKRD37 1352 7543 459 1145 10667 1287 9976
UFSP2 783 1248 824 767 1686 949 1849
CCDC110 1 10 3 4 27 1 17
CYP4V2 143 47 162 69 23 92 23
FRG1 2473 2287 2908 2210 2803 3281 3113
CCDC127 630 803 735 616 894 1118 1300
SDHA 2731 2214 3921 2697 1961 3992 2629
PDCD6 3093 1607 4330 2607 1458 4534 2349
AHRR 283 412 455 345 493 435 577
EXOC3-AS1 123 108 136 93 126 176 160
EXOC3 637 968 579 554 1700 733 752
PP7080 306 348 289 242 418 383 329
CEP72 121 115 133 115 105 142 167
BRD9 591 366 747 491 456 712 566
TRIP13 470 230 718 412 206 698 397
SLC12A7 65 55 67 36 43 69 58
CLPTM1L 333 237 479 335 234 484 284
LPCAT1 416 165 424 327 198 391 221
MRPL36 2285 1992 3373 1746 2568 3241 2684
NDUFS6 4918 2691 7741 4199 2103 7008 4299
ICE1 995 818 1163 937 923 1489 1192
MED10 4236 3157 4888 3628 4200 6258 4837
NSUN2 830 495 1114 738 488 1227 679
SRD5A1 280 203 391 289 290 416 240
PAPD7 147 139 180 186 166 198 191
MTRR 246 186 337 230 236 388 352
FASTKD3 358 355 330 255 460 363 406
MIR4458HG 184 475 251 229 805 290 654
SNHG18 6 0 15 11 0 12 0
FAM173B 140 81 190 104 67 160 84
CCT5 6314 3062 9411 5248 2854 10247 5069
CMBL 37 32 47 35 72 57 35
CTD-2256P15.2 57 34 85 39 54 109 84
MARCH6 814 875 913 740 1145 965 1083
ANKRD33B 65 61 89 76 53 183 63
DAP 756 908 904 804 1155 1158 1188
TRIO 7 26 8 3 48 12 12
FAM105A 287 913 337 331 1640 318 523
CTD-2165H16.4 19 28 24 21 29 46 43
OTULIN 815 874 817 745 994 1146 1217
ANKH 1062 966 1258 954 1321 1371 1397
ZNF622 1542 1640 1731 1604 2308 2286 2475
FAM134B 348 1007 489 582 1261 506 793
MYO10 10 14 16 19 10 36 21
C5orf17 251 241 21 15 14 10 8
DROSHA 202 124 269 172 106 367 209
C5orf22 213 171 254 239 275 267 238
GOLPH3 680 545 822 594 537 1041 728
CTD-2186M15.3 85 86 102 71 98 170 125
MTMR12 240 203 256 263 291 355 387
ZFR 2087 1243 2551 1796 1478 3327 2033
SUB1 29325 17476 38859 24971 18445 43457 25926
TARS 2840 2609 3555 2522 3190 4343 4136
AMACR 26 22 25 28 39 35 48
C1QTNF3 10 7 9 9 7 7 15
CTD-2517O10.6 11 21 19 19 31 18 29
RAD1 980 937 1338 863 1115 1494 1412
BRIX1 2443 1886 3376 2224 2039 3761 3052
DNAJC21 1517 1370 1748 1314 1470 2163 1945
SPEF2 1373 526 874 746 368 1140 906
IL7R 2543 4884 1898 2061 3895 2369 5618
LMBRD2 203 172 214 176 190 229 310
SKP2 377 230 463 332 281 428 450
NADK2 92 95 99 76 147 164 172
NIPBL 1457 1426 1689 1342 1754 1776 1912
C5orf42 256 113 237 200 145 269 175
NUP155 419 312 535 363 316 536 521
WDR70 584 496 731 551 634 801 713
RICTOR 617 1460 618 658 2039 736 2165
FYB 4196 3941 5181 5040 4461 5748 6982
PTGER4 1298 1427 1713 1387 2015 2373 2857
TTC33 432 412 538 427 516 612 637
PRKAA1 560 390 623 452 487 738 586
RPL37 65362 96073 74680 63948 140379 81180 129257
CARD6 62 27 77 61 26 130 77
OXCT1 1662 1160 2276 1660 1249 3332 2292
C5orf51 310 372 348 338 474 397 526
FBXO4 734 493 816 581 428 1095 749
CCDC152 489 437 614 397 462 503 446
CTD-2035E11.3 83 110 101 84 108 101 93
ANXA2R 434 546 550 566 747 747 501
AC025171.1 15 29 21 21 13 27 9
CTD-2035E11.5 5 11 15 13 14 19 4
ZNF131 859 961 1014 873 1205 1135 1331
HMGCS1 739 661 933 796 1028 1113 1177
CCL28 548 2460 495 651 4264 762 3539
C5orf28 543 525 704 540 515 930 708
C5orf34 226 299 265 278 434 377 470
RP11-159F24.5 16 4 16 12 4 30 12
PAIP1 1991 1688 2649 1866 2180 3079 2416
NNT-AS1 734 493 784 547 515 869 828
NNT 551 569 804 602 896 761 803
RP11-53O19.1 49 33 49 54 47 69 73
MRPS30 1436 1590 1639 1298 2122 1992 2392
RP11-53O19.3 9 16 13 12 18 17 16
EMB 2766 1335 3241 2553 1295 3332 1923
PARP8 657 399 662 697 487 705 570
ITGA1 146 85 160 124 82 145 120
PELO 1380 1345 1436 1194 1825 2250 2578
MOCS2 647 646 808 625 856 852 988
CTD-2366F13.1 60 52 61 55 67 111 87
NDUFS4 3475 3519 4241 3163 4241 5394 5731
ARL15 41 16 68 36 29 47 35
SNX18 101 44 123 75 89 73 39
GZMK 169 32 220 158 4 61 8
GZMA 1637 49 692 697 8 308 16
DHX29 1068 998 1332 971 1325 1322 1388
SKIV2L2 693 560 809 566 603 790 849
PLPP1 394 448 374 254 598 381 373
SLC38A9 285 153 291 262 178 251 176
IL6ST 522 794 590 571 1590 628 1142
CTD-2031P19.5 12 22 8 15 47 9 21
FLJ31104 8 8 8 11 7 25 13
ANKRD55 39 80 44 107 299 22 96
MAP3K1 327 470 336 315 655 389 675
SETD9 279 242 396 233 316 297 227
MIER3 117 75 151 107 112 125 129
GPBP1 4668 4949 4922 4794 6983 6719 8574
PLK2 15 25 9 31 86 31 56
PDE4D 775 2442 542 907 3564 711 2944
ERCC8 159 126 207 138 101 215 207
NDUFAF2 1472 1052 1976 1327 1139 2191 1894
SMIM15 2065 2021 2549 2004 2790 3144 3223
ZSWIM6 71 70 69 68 84 87 87
KIF2A 4506 5698 4478 5330 9430 5636 8090
DIMT1 1109 1094 1394 1101 1103 1614 1570
IPO11 160 93 176 157 108 189 150
SREK1IP1 1651 1677 2106 1677 2467 2450 2861
CWC27 1464 1161 1776 1267 1460 1968 1939
ADAMTS6 42 74 34 57 118 46 161
CENPK 1688 1274 2346 1995 1473 2323 1888
PPWD1 668 408 757 626 353 787 511
TRIM23 77 118 90 107 210 89 127
TRAPPC13 351 287 502 334 325 493 367
CTC-534A2.2 125 70 154 104 92 175 84
SGTB 537 909 609 597 1401 784 1477
NLN 231 248 275 193 275 441 395
ERBB2IP 841 917 942 842 1340 951 1217
SREK1 1727 1866 2053 1590 2156 2373 2556
MAST4 1196 895 1271 874 1046 1286 1919
PIK3R1 1791 2304 1588 1432 2873 1604 2570
SLC30A5 683 457 857 605 468 862 625
CCNB1 2401 2323 3833 1816 1938 4099 2845
CENPH 2959 3128 3276 2420 3427 4064 5000
MRPS36 3331 3061 4364 2732 3379 3985 3554
CDK7 587 865 738 587 959 918 1214
CCDC125 267 246 329 213 232 276 308
AK6 2294 1571 3034 1947 1531 3503 2669
TAF9 2490 2325 3062 2284 2888 3785 4012
RAD17 705 552 829 630 666 838 815
OCLN 20 6 14 19 10 35 33
GTF2H2C 166 123 220 220 167 264 248
SMN2 111 86 121 239 273 148 136
RP11-497H16.9 17 5 22 19 9 28 16
SERF1A 21 18 46 41 34 43 26
SMN1 203 208 261 206 306 417 470
NAIP 38 31 128 118 122 75 67
GTF2H2 413 398 368 608 930 672 777
BDP1 2259 2050 2698 2262 2783 3256 3872
MCCC2 567 513 696 531 543 861 719
MRPS27 547 1011 723 567 1379 811 1051
PTCD2 203 177 209 202 171 296 303
TNPO1 972 952 1151 888 1078 1313 1274
FCHO2 35 14 18 41 35 34 29
RP11-79P5.9 43 77 46 29 88 63 89
BTF3 34616 50922 42575 30816 66925 45561 63982
ANKRA2 532 661 498 516 937 611 977
UTP15 280 188 426 217 215 363 269
HEXB 1013 859 1212 911 1053 1060 1051
GFM2 317 205 398 289 236 438 337
NSA2 2732 3123 4014 2677 4603 4037 4871
FAM169A 103 55 155 138 88 210 100
GCNT4 42 8 61 65 24 92 47
ANKRD31 18 10 26 22 21 26 21
HMGCR 276 249 330 269 376 340 369
COL4A3BP 988 847 1195 955 889 1484 1374
POLK 952 840 1014 963 956 1235 1445
CTC-366B18.4 6 17 11 7 11 14 11
POC5 385 258 506 350 287 550 400
AC113404.1 31 16 43 21 24 52 32
IQGAP2 2740 1449 3288 2171 1394 4489 3580
F2R 262 54 130 100 97 84 79
F2RL1 22 13 49 16 13 24 26
AGGF1 1316 1125 1474 1119 1395 1598 1676
ZBED3 23 23 28 41 31 36 42
WDR41 534 514 611 476 587 1056 833
TBCA 8056 8462 9938 8046 11749 10543 12937
AP3B1 1169 784 1301 974 808 1260 1208
SCAMP1-AS1 666 367 636 594 361 807 672
SCAMP1 443 522 453 415 698 549 725
ARSB 103 33 115 109 19 116 41
DMGDH 156 107 164 159 108 255 202
JMY 557 551 565 673 636 1041 1241
HOMER1 134 186 128 136 358 186 364
PAPD4 788 814 836 823 1004 1162 1070
CMYA5 10 9 22 13 12 37 21
MTX3 134 140 124 164 186 134 139
SERINC5 489 477 521 687 802 592 590
ZFYVE16 242 224 279 279 335 282 313
CTD-2015H6.3 36 37 37 41 59 74 61
DHFR 2518 1884 2900 2070 1825 3376 3430
MSH3 656 769 860 647 1118 758 1180
RASGRF2 13 16 11 25 41 22 31
CKMT2-AS1 81 49 57 82 44 90 53
ZCCHC9 1375 1420 1504 1262 1666 1749 1934
SSBP2 255 330 269 242 404 302 418
ATG10 559 435 666 443 474 803 651
RPS23 86533 141279 105106 89606 206353 111903 181033
ATP6AP1L 144 161 104 150 161 190 241
TMEM167A 2861 3236 3681 2713 3827 3834 4483
XRCC4 581 454 589 542 545 794 917
COX7C 19705 28471 23747 19189 38288 24108 39649
RASA1 270 261 375 286 281 441 326
CTC-428H11.2 18 5 12 10 11 7 10
CCNH 1347 1320 1604 1159 1577 1735 1842
TMEM161B 491 522 529 607 684 790 935
TMEM161B-AS1 254 276 328 350 361 434 418
CETN3 759 800 954 713 927 1004 1004
MBLAC2 70 65 120 71 73 109 85
POLR3G 191 182 358 187 209 359 445
LYSMD3 251 277 260 254 312 274 421
LUCAT1 250 36 194 213 50 185 71
ARRDC3 544 402 466 548 577 498 982
ARRDC3-AS1 56 19 58 35 17 73 34
FAM172A 413 357 489 380 471 442 623
POU5F2 33 16 37 39 25 32 28
KIAA0825 19 8 32 13 4 31 8
SLF1 812 644 964 611 669 977 956
TTC37 952 1019 1357 1087 1411 1446 1708
ARSK 198 272 258 245 354 309 464
GPR150 19 11 22 13 11 28 15
RFESD 174 155 180 151 243 199 392
RHOBTB3 18 64 15 32 128 13 20
GLRX 2650 2240 4314 2721 2339 3857 3647
ELL2 1192 502 814 921 409 1819 1251
CAST 6350 6847 6596 5930 7998 10157 11926
ERAP1 372 213 571 337 246 491 351
CTD-2260A17.1 17 16 17 26 9 32 23
CTD-2260A17.2 38 32 54 33 37 94 55
ERAP2 1193 1341 2664 1227 1248 622 824
LNPEP 892 1215 950 833 1532 979 1253
RIOK2 881 751 1015 788 1017 1455 1227
RGMB 26 2 77 33 4 69 11
CHD1 2297 2581 2663 2250 3168 3369 3478
CTD-2007H13.3 15 28 7 4 14 2 9
FAM174A 316 298 381 291 292 410 418
ST8SIA4 664 661 685 502 631 738 691
PAM 522 505 385 514 591 666 743
GIN1 146 176 192 160 198 170 223
PPIP5K2 534 615 608 580 804 682 1036
C5orf30 272 146 233 168 163 285 189
NUDT12 41 53 53 75 94 81 191
FBXL17 152 110 138 139 97 163 135
FER 197 166 133 167 279 225 245
CTD-2587M2.1 33 14 3 24 29 17 23
PJA2 1288 2333 1238 1407 3342 1367 3556
MAN2A1 346 267 372 324 324 391 401
TMEM232 4 2 12 7 8 16 12
SLC25A46 730 677 1206 783 694 1411 1065
TSLP 159 232 91 214 305 193 350
WDR36 614 557 769 550 593 850 880
CAMK4 1267 1909 1037 1040 2431 1304 1846
STARD4 474 830 406 485 1359 616 1209
STARD4-AS1 59 156 33 86 300 93 224
NREP 112 228 71 143 314 233 369
EPB41L4A-AS1 1832 3511 1326 2175 6440 1813 5256
APC 376 330 467 388 510 507 544
CTC-487M23.8 7 4 16 9 7 19 7
SRP19 2615 1668 3278 2209 1710 3395 2245
REEP5 8009 3396 9415 6130 4396 9169 5464
DCP2 1195 1176 1460 1222 1735 1591 1933
MCC 21 9 33 33 22 35 20
YTHDC2 526 445 697 543 579 675 728
